thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0813583999988623,0.09144439999363385,0.09144439999363385,0.09144439999363385,,,,,,,,,
