thisRow.t,notes,Instructions.started,instruction_text.started,key_resp_instruction.started,text.started,text.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08077359999879263,0.08468210001592524,0.08468210001592524,0.08468210001592524,1.084681600012118,,,,,,,,,
