Book,AudioFile,Question,EndTrial,thisN,thisTrialN,thisRepN,audiobook_trials.thisRepN,audiobook_trials.thisTrialN,audiobook_trials.thisN,audiobook_trials.thisIndex,trials_bip1.thisRepN,trials_bip1.thisTrialN,trials_bip1.thisN,trials_bip1.thisIndex,thisRow.t,notes,Instructions.started,instruction_text.started,key_resp_instruction.started,Instructions.stopped,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,Bips.started,pip.started,polygon.started,pip.stopped,polygon.stopped,Bips.stopped,monitor_frameRate,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0881041000247933,0.10408280001138337,0.10408280001138337,2.824343600019347,space,2.715477699995972,None,,,,,,,,pilot,001,2025-12-16_18h50.07.237,audiobook_uncomitted_experiment,,2025.2.3,59.93762889594968,2025-12-16 18h50.07.599773 -0300,
kafka,..\audiobook_stimuli\stimuli_audiobook\prueba.wav,"¿Quiénes son los protagonistas de esta historia? 

 Escribí una respuesta de hasta 10 palabras.",Apretá la barra espaciadora para continuar con el segundo cuento...,0,0,0,0,0,0,0,0,0,0,0,2.8382586000079755,,,,,,,,,2.8312933000270277,2.837564566671305,2.8382586000079755,3.8713033000240102,3.8713033000240102,3.8565766000247095,,pilot,001,2025-12-16_18h50.07.237,audiobook_uncomitted_experiment,,2025.2.3,59.93762889594968,2025-12-16 18h50.07.599773 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05017792976115,,,,,,,,,
