thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07900130000780337,0.08454989999881946,0.08454989999881946,0.08454989999881946,,,,,,,,,
