Book,AudioFile,Question,EndTrial,thisN,thisTrialN,thisRepN,audiobook_trials.thisRepN,audiobook_trials.thisTrialN,audiobook_trials.thisN,audiobook_trials.thisIndex,trials_bip1.thisRepN,trials_bip1.thisTrialN,trials_bip1.thisN,trials_bip1.thisIndex,thisRow.t,notes,Instructions.started,instruction_text.started,key_resp_instruction.started,Instructions.stopped,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,Bips.started,pip.started,polygon.started,pip.stopped,polygon.stopped,Bips.stopped,monitor_frameRate,time_per_frame_sec,duration_40_frames_sec,AudioBook.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.08170459998655133,0.11422349998611026,0.11422349998611026,1.4158043999923393,space,1.2848534999939147,None,,,,,,,,,,,pilot,001,2025-12-16_18h51.14.349,audiobook_uncomitted_experiment,,2025.2.3,60.04635579013002,2025-12-16 18h51.14.702610 -0300,
kafka,..\audiobook_stimuli\stimuli_audiobook\prueba.wav,"¿Quiénes son los protagonistas de esta historia? 

 Escribí una respuesta de hasta 10 palabras.",Apretá la barra espaciadora para continuar con el segundo cuento...,0,0,0,0,0,0,0,0,0,0,0,1.4312320000026375,,,,,,,,,1.4227404999837745,1.4311268666681523,1.4312320000026375,2.464497000008123,2.464497000008123,2.4488096999994013,,,,,pilot,001,2025-12-16_18h51.14.349,audiobook_uncomitted_experiment,,2025.2.3,60.04635579013002,2025-12-16 18h51.14.702610 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00657671500088,0.0166648400016129,0.6665936000645161,2.810270199988736,,,,,,,,,
