thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08007649998762645,0.09432720000040717,0.09432720000040717,0.09432720000040717,,,,,,,,,
