thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07939759999862872,0.08844549997593276,0.08844549997593276,0.08844549997593276,,,,,,,,,
