thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08538589999079704,0.09515239999745972,0.09515239999745972,0.09515239999745972,,,,,,,,,
