thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08328229998005554,0.08859089997713454,0.08859089997713454,0.08859089997713454,,,,,,,,,
