thisRow.t,notes,Instructions.started,instruction_text.started,text.started,key_resp_instruction.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.07859200000530109,0.0856183999858331,0.0856183999858331,0.0856183999858331,,,,,,,,,
